feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,target
-4.730421,-4.440612,-2.488331,0.497452,-2.182097,-0.344473,4.055384,-8.857080,-2.962220,-0.710437,0.946058,1.620383,6.733370,3.494704,-2.728984,-4.410106,-0.661095,0.024408,0.870338,1.186672,3.867651,-4.348765,-3.809590,0.972669,0.892892,0.356111,3.882959,3.578547,-1.533227,-5.780222,3.664584
-3.407477,-1.970747,-2.681352,3.099800,0.993964,4.015787,7.803633,-1.616404,-2.298347,-3.086740,-3.194026,2.424973,1.268770,5.128255,-13.310135,-1.009083,-1.181686,-0.295646,1.447490,2.080642,2.812099,-3.590509,-6.554844,6.533280,0.962006,0.821319,3.132597,0.721167,-5.081559,-4.989842,0.991392
-3.278004,-2.337871,-5.510330,-2.887714,4.826832,2.015848,2.976303,-4.940620,-3.028554,-2.696297,-1.296509,1.186887,-0.840396,2.670709,-2.783425,-9.455697,-1.047417,-0.931330,-0.665901,1.946540,5.140231,-6.716609,-3.720217,0.960717,-0.989374,1.457703,0.902867,8.090060,-5.370776,-0.256783,8.851343
-4.124877,-3.366531,0.132830,0.257976,0.926344,-0.820276,3.150053,-11.490825,-2.258563,-0.821578,0.107540,3.390989,5.273578,5.285022,-6.379943,-11.641727,-1.874089,-0.336551,2.213848,3.960621,6.368975,-1.050343,-0.585668,4.257754,-0.328346,1.131719,4.959985,3.517221,-2.119910,3.028884,11.978680
-3.791082,-4.520763,0.534750,0.977070,0.990743,4.227143,1.206640,-8.332042,-1.335096,-0.953647,1.495529,0.535690,-0.326927,5.531877,-3.248203,-4.800330,-1.357511,0.096630,-0.188834,4.188231,4.510255,0.817698,-6.848426,7.873855,0.645797,2.233256,1.904049,2.078006,-3.854758,4.236723,10.661691
-3.701941,-2.893704,-4.055449,-0.582224,2.986792,-0.858632,11.855863,-8.066211,-3.402259,-2.500591,0.414952,0.580017,0.588881,0.933902,-7.880043,-4.701527,-1.647794,0.581030,1.076588,2.732656,3.728496,2.164730,-2.601816,-0.182742,-0.148599,0.417689,1.111324,4.838926,-7.822137,-3.241141,18.220245
-3.964623,-1.870340,-1.482155,-1.845980,0.419564,3.926975,2.001051,-2.568789,-2.029061,-0.694236,1.923588,0.841535,7.599057,2.110294,-0.421746,-6.500610,-1.415028,1.766652,3.070287,3.479795,5.279546,-6.005071,-0.651735,-2.070777,0.120829,0.981568,2.327807,4.476893,-6.183253,-4.288169,11.389677
-3.906494,-2.075135,-2.213586,-2.369244,2.772114,3.744336,3.884792,-5.321873,-2.121081,-1.872744,1.445290,1.739885,3.637518,5.266123,-3.090485,-6.894739,-1.509643,0.030038,0.868938,0.724077,1.423557,0.394433,-0.810095,-6.975626,0.232331,1.031177,3.454580,3.316435,-7.139688,-3.201730,8.912433
-4.397453,-2.683611,-2.236589,-0.796342,3.369091,5.864459,3.396379,-3.460914,-2.158225,-1.894268,1.186603,3.360292,1.323029,8.073528,-3.775415,-5.225762,-0.682955,-1.182732,3.420685,1.907076,0.913828,-7.573116,-1.009560,1.207061,-0.334529,1.444081,2.632876,5.490959,-3.183446,-0.057524,4.260159
-2.911663,-1.933723,0.209925,2.145507,0.196305,3.004869,3.504888,-2.505755,-3.070287,1.260211,0.626315,0.249832,0.214924,6.786785,-2.910375,0.802026,-1.307081,-0.457114,0.781172,4.733148,0.245981,0.178868,-4.548915,-1.463978,0.098363,2.099846,5.692996,5.937672,-2.180840,-1.066529,6.597812
-3.951833,-3.004454,-1.658018,1.410810,1.492614,3.210224,3.611869,0.154156,-2.549788,-2.021453,-0.827730,-3.149880,1.432073,8.771432,-9.819941,-3.667669,-0.858200,-1.405426,2.823115,2.643436,5.692180,-4.032385,-5.152147,-1.284678,0.389957,-0.042286,2.203629,2.462692,-1.463338,-7.727192,1.316186
-3.350312,-2.270244,-1.159691,-0.042047,-0.656394,3.623390,7.608307,-1.665027,-2.155649,-1.969786,-1.392585,-2.782356,3.858567,0.209366,-0.025627,-2.127777,-1.111405,1.084091,2.198549,5.443038,0.056594,-2.099699,-1.733698,-1.915811,0.570188,0.716683,1.140885,2.838852,-2.750928,-1.245193,11.713346
-3.999042,-2.927728,0.279764,1.271746,0.645418,2.758631,5.302804,-3.104229,-2.591968,-1.036652,-1.094722,0.694485,7.300591,2.784696,-5.260851,0.667995,-0.991051,-1.356093,0.762595,-0.041287,3.139775,-6.730817,-5.047176,-3.962595,-0.111002,0.962230,2.318661,3.111928,-6.990911,-2.014573,8.771973
-3.561056,-4.756898,-1.783406,2.304512,-3.256164,7.552387,7.465252,-5.849644,-2.068734,-1.223828,-3.372731,-0.319462,-0.205634,4.945087,-1.400430,-2.817815,-0.761823,-1.775748,1.341051,-0.167831,2.684346,0.554408,-1.674497,1.004103,-0.243322,-0.085652,1.872743,2.489390,-0.388369,-1.846304,7.159707
-3.329032,-3.619164,-0.550488,0.764230,-1.349033,5.499760,3.224717,-0.772702,-2.704453,-0.293502,2.013813,-1.382137,3.480644,3.271159,-7.841737,-2.454899,-2.451996,-0.244791,1.172417,1.237758,-1.293827,-5.498424,-0.319609,-2.432667,-0.150223,-0.498599,1.107440,2.231144,-4.104000,-3.598220,5.972248
-3.163567,-2.871637,-2.315876,-3.099349,0.946329,1.073869,-1.121564,-6.280182,-2.441590,-1.965598,-0.449330,-1.328692,-2.027293,5.887014,-11.096553,3.004156,-1.352843,1.577300,1.362165,4.008142,3.897756,-6.239807,-4.061776,0.015800,-0.080420,0.565121,3.300540,4.852023,-4.334827,-3.216822,5.006285
-3.649386,-2.190456,-0.366241,-1.230800,-0.423213,1.953742,7.013246,-6.335497,-3.055892,-0.139201,-1.626478,3.054611,2.515965,2.192094,-7.620851,-1.984707,-0.364068,0.617054,0.050307,-1.172273,-0.067169,-3.844484,-4.532796,-2.471631,-0.144075,2.783998,3.797899,6.234062,-4.230908,2.412283,12.397189
-3.678131,-3.578488,-2.059108,-0.337577,2.551873,1.619284,10.094076,-4.111807,-3.724563,-1.335922,1.213917,1.693968,3.117270,4.828005,-8.892581,-4.228501,-0.969191,1.035426,4.047073,3.360139,5.362146,-6.096022,-1.811273,-3.097730,-0.129623,1.138144,3.296231,2.226301,-1.583706,-2.022565,12.119668
-3.685571,-2.318686,-1.715469,-0.763363,0.361296,6.316585,6.007210,2.380404,-2.496205,-1.115585,-0.366529,-0.479634,1.088888,4.477962,-0.474569,-6.403404,-1.372188,0.609653,1.871069,1.378246,8.232508,-5.359930,-4.005273,-7.025347,0.949644,1.357589,-0.012376,4.890498,-5.021775,0.541349,2.418895
-5.095395,-3.356621,-0.731797,-2.618034,-1.093899,3.908469,1.229853,-3.710162,-2.147585,-2.174351,-0.387314,1.110462,2.919018,7.789123,-4.057586,4.291932,-1.890508,0.020073,-0.641070,-0.914151,2.384821,-1.949948,-1.004562,0.992827,-0.139092,-1.573054,5.375367,5.937124,-6.715991,-2.754435,3.253006
-4.409413,-1.161544,-2.885738,-0.856830,1.932903,6.924330,3.016614,-6.120354,-2.642317,-3.142879,-0.704571,1.842585,-0.439694,3.624439,-2.548015,-3.399450,-1.236940,-0.485421,1.384349,2.243027,3.058358,-4.075034,-1.156476,-0.389443,0.960443,0.829948,-0.485992,3.715568,-5.559867,-1.511635,1.469151
-3.284164,-2.614606,-1.292543,-0.038519,4.735273,3.230905,7.030459,-0.682723,-2.782034,-1.424926,1.672129,-0.123018,1.481657,3.449344,-7.762685,-1.061128,-1.631637,-1.326835,3.207101,1.244152,5.971160,-8.513897,0.613223,-5.298265,0.142852,1.462355,2.248906,4.930788,0.095192,-0.078592,12.091742
-2.970658,-5.056205,-0.563313,1.040786,3.874434,0.157226,-2.349580,-0.069275,-3.126158,-1.812769,-0.865369,2.371012,3.777710,5.849521,-7.436555,-2.025744,-1.126567,-1.159930,-1.055528,2.099345,2.616091,-6.897273,-1.803521,-6.340653,-0.345081,1.615134,4.520263,2.385417,-1.543270,-2.138220,10.081561
-3.478283,-2.177031,-0.764422,-2.680651,-0.094607,8.232338,-1.101408,2.531264,-2.078679,-0.260791,0.787730,0.977157,4.334103,5.080008,-1.358317,-8.284977,-1.120613,-0.089813,1.941789,0.866684,2.780766,-1.133313,-1.907947,0.061280,-0.097450,1.114814,2.767590,2.096796,1.593720,-1.169628,-0.976280
-4.101957,-3.483346,0.301673,2.780824,3.471230,-3.152055,-4.428366,-2.102321,-2.489220,-1.960027,-0.129915,-2.339890,1.717648,0.865236,0.572707,-2.290376,-1.369945,-0.341819,2.577750,0.592108,5.776931,-2.827466,-2.282700,0.574272,0.478576,-0.305479,0.828531,3.548285,-8.005928,-7.203109,9.549311
-3.856380,-3.424622,-2.458728,4.725564,2.054476,3.420965,6.282595,-4.605452,-3.867122,-1.755557,2.640927,0.118832,1.944902,-1.294503,-4.350013,2.236776,-1.403894,-0.251208,1.456507,1.047828,4.653923,-2.845578,-1.409386,0.410211,0.027386,2.289845,4.661518,1.135928,-1.987356,-4.164320,5.654359
-4.149559,-2.015987,0.349014,-0.107538,2.318314,3.123888,1.358998,-0.277688,-2.817390,0.525383,1.590565,1.377067,7.071789,3.700476,-3.231259,-1.938047,-0.817036,-0.761899,3.219002,3.331037,5.371558,-4.167049,-2.716098,-1.674703,0.410411,1.182205,1.336602,5.887723,-6.213173,-3.480723,5.221016
-3.433962,-1.948193,-0.518615,0.189410,-1.322909,0.997646,3.873444,3.473955,-2.619512,-1.166353,0.313647,0.590434,1.424133,4.295789,0.486453,4.105549,-0.935838,0.278446,2.300081,2.154201,-0.286575,-2.514949,-4.130503,-2.984058,-0.075166,-0.710165,-0.122022,3.407473,-3.300114,-6.675894,7.201062
-3.923971,-2.532987,-0.961194,1.354981,5.035539,-1.066164,7.585268,-4.760672,-2.083409,-0.969255,0.118238,0.929983,0.856413,6.147236,-2.355323,-9.998818,-0.308794,0.289217,0.887304,2.581580,4.782483,-3.889567,0.245241,-0.663170,-0.291802,0.634333,1.226867,5.113511,-3.532255,-0.560489,14.321918
-3.312690,-1.154899,-0.997903,-0.909294,-1.035148,6.153730,4.529804,3.748055,-2.496038,-2.657047,0.855192,1.144206,3.648842,3.307949,-4.942304,-2.052215,-0.473772,0.675288,2.597323,4.603729,4.325444,-5.582849,0.376537,2.789035,0.003143,2.180412,4.932943,3.999472,-2.639441,-3.759513,-1.997965
-2.871382,-4.027388,-0.793080,-1.914820,3.223656,-0.525178,3.443319,0.114039,-2.307053,-0.807257,-0.352314,0.613656,8.104814,9.383897,-3.335612,-3.598569,-1.258408,-0.011604,-0.280135,0.867143,4.148012,-3.867214,-5.372352,-3.604719,-0.211400,0.698005,1.033965,5.262699,-2.836518,-3.600359,17.761231
-4.265470,-2.123890,1.202608,-1.670593,5.949667,1.864093,6.607822,-0.811396,-2.084821,-0.249004,-0.316725,3.877370,-2.779775,5.375003,-3.535083,-5.194711,-1.872282,-0.381580,0.757234,1.651655,6.055306,1.059954,2.465923,1.252674,0.045064,1.692999,3.390402,1.689093,-3.077335,-7.941985,12.976811
-3.237884,-2.203876,-1.207381,-0.741105,3.261368,2.737824,5.034948,-6.047371,-2.138273,-0.021167,-0.658220,-0.278384,3.164392,6.239839,-2.365618,-4.852616,-1.029547,-0.286705,2.454957,6.449887,4.113207,-7.247093,-3.308371,-3.044063,-0.441613,0.918663,2.112354,1.267727,-8.760835,-1.064942,14.378853
-3.482344,-0.985591,-1.825302,-2.429256,-0.152831,2.562136,5.452482,0.734794,-2.804276,-1.778076,0.790999,3.751280,4.214014,1.922577,-1.525566,0.572086,-2.254156,1.294719,3.149672,1.303828,3.855988,-5.167356,-0.557254,-9.754292,-0.818179,0.239878,1.911081,4.100435,-0.291257,-2.088527,3.695225
-3.475451,-0.651774,-1.827009,-0.792553,3.197621,-3.128146,7.137940,-5.097769,-2.513917,-1.360525,-0.780539,2.417582,3.500360,5.970991,-3.030796,-9.474751,-0.871331,-0.010140,-0.868352,3.433890,4.586674,-9.437773,-5.543188,-2.392096,0.190978,0.819532,4.307864,2.575919,-1.282584,-7.069139,16.333870
-4.133565,-2.020854,1.623221,-0.005202,2.682047,-0.093592,2.702247,-3.186030,-3.003485,-1.010072,0.091659,0.095226,0.129975,1.478924,-6.193591,7.502149,-0.944746,-2.055170,1.071375,0.584017,6.761330,-0.537133,-2.023549,-5.516169,-0.024062,2.350224,1.883777,3.790158,0.281807,-0.609011,9.063315
-3.774021,-2.748312,-0.601529,-1.168991,0.102240,0.844669,2.534448,-7.322420,-2.631332,-0.997129,-0.988023,1.393895,0.674270,4.257977,-1.922438,-2.529198,-1.348540,-0.019732,1.304096,2.729530,3.647149,-0.249339,-3.759416,-2.327985,0.055834,2.398978,2.722126,5.744113,-3.914872,-0.878373,12.742019
-3.746170,-3.294148,1.171189,1.302628,5.228135,0.667612,1.635641,-0.158718,-2.299606,-0.216739,-2.777471,1.795121,1.819615,6.303817,-3.003700,-3.036153,-1.196739,-1.006751,1.921164,0.816208,2.621692,-1.823694,0.286335,-4.201123,0.085929,0.111051,4.432332,1.032887,-5.735297,-1.918591,7.718744
-3.578040,-1.281132,-1.501379,1.193698,-1.944941,4.574412,-0.182958,-3.297352,-2.668062,-1.719210,0.540757,2.457337,3.782073,2.949210,-8.911855,-0.639033,-1.568922,0.519840,0.047662,0.336967,4.331976,1.553771,-4.019743,0.469211,-0.699155,-0.150446,3.743371,3.951654,-3.673262,-2.820619,0.062195
-3.928623,-4.031721,-2.109086,1.500620,2.744254,1.903349,1.084033,-5.723913,-2.570866,-1.858350,0.399519,1.162792,0.789081,4.516265,-6.917866,-1.861015,-0.612128,-0.463861,-0.688101,-0.895215,6.289838,-5.694839,-4.018228,0.818323,-0.242040,2.727076,4.262265,5.589711,0.918001,-0.266811,8.782932
-4.034725,-0.875263,-1.069188,1.230972,-0.421493,2.064818,3.694007,-3.130382,-3.351334,-0.950844,-2.488633,-1.549691,-1.030177,3.491723,-10.611672,-5.499059,-1.011790,-0.713508,0.353642,1.806060,4.815004,-0.922534,-2.879464,3.326911,-0.891034,0.869208,2.183354,2.334792,-1.028028,-0.986723,-2.458268
-4.185148,-2.873020,-2.146799,-1.366674,-1.339314,5.247674,8.122797,-1.019207,-2.479801,-1.543832,0.893826,0.264619,3.841639,7.612937,-6.633577,-1.268906,-0.441704,0.298242,2.637281,5.599927,-1.011221,-3.172806,-2.889920,-6.536731,-0.034680,-0.032514,1.423596,5.674519,-3.847725,1.286998,1.306928
-4.059713,-2.034134,-1.799984,2.712083,2.457975,4.443826,7.815749,-4.612920,-2.846894,-1.304404,2.079863,-0.417569,5.021521,4.315807,-1.207572,0.864046,-0.538613,0.680970,2.087820,4.660434,-1.514378,-6.834330,-4.303689,-3.084274,-0.518782,-0.351042,5.604690,1.728246,-0.580305,-6.032697,10.738450
-4.176900,-1.295794,-2.555470,-2.111649,4.722015,0.678107,7.370451,-4.693919,-2.737610,-1.571030,-2.674752,1.580035,6.468844,11.655922,-3.762814,-0.939020,-1.538967,-1.260724,-0.637641,3.474535,4.254952,-2.771854,-6.389784,3.464002,-0.369317,0.315810,2.704979,2.733633,-3.085056,0.733000,9.440835
-3.634555,-3.332416,-1.180214,-0.845903,-1.096047,2.800580,0.434693,-4.388994,-2.968050,-0.957041,0.687649,3.311306,6.709336,3.136407,-4.277965,3.148827,-0.931013,1.039128,-0.002774,7.099569,2.912826,-10.621400,0.149186,3.862069,0.157062,0.727094,2.446904,5.096069,-7.186645,-5.217750,6.863660
-3.070047,-4.570326,-0.635222,0.266354,-1.527003,0.539806,3.120671,4.453427,-2.620502,-1.011316,-0.814559,2.638010,0.526071,1.296290,3.335592,-2.119161,-1.106112,1.038985,1.657387,3.147044,2.118063,-6.613188,-7.280138,1.799870,0.100518,0.775545,0.803215,2.357426,-4.475900,-0.269433,5.834413
-3.222949,-2.822627,-1.549930,-0.140791,1.744393,3.874790,10.569623,-6.274517,-3.372508,0.143211,-0.826178,-1.714018,2.047990,1.004398,-0.797129,-8.348607,-1.303829,1.694176,0.598511,1.580731,7.232571,-1.971263,-3.696392,-5.131013,0.482398,3.862569,0.529967,0.479952,-6.964600,0.491041,17.314781
-3.588999,-1.817785,0.319403,-2.082906,2.804056,1.013371,3.018559,-4.458544,-1.988343,-1.144328,1.276915,4.731978,3.131834,-1.369284,-1.364616,1.320383,-1.628466,-1.339425,2.146713,1.993028,7.889079,-7.250847,1.466953,3.787871,-0.358804,3.207145,3.152175,2.336460,2.234742,-4.924267,14.939375
-4.158197,-2.839235,-1.113596,0.221842,-0.883609,6.526765,1.419456,-1.125056,-2.766008,-3.644558,0.561847,2.785733,1.007284,0.646792,-6.594868,0.120099,-0.884212,-0.429725,2.659430,4.474498,7.181040,-2.305366,-6.065226,1.268446,-0.008391,-0.778280,1.255570,-0.231115,-1.156569,-3.200951,0.142851
-3.838795,-4.258704,0.167575,-1.594364,2.271833,4.196811,3.672695,-9.628384,-2.692389,-1.440766,-0.456939,1.587431,2.870902,1.810989,-3.835860,-7.115180,-0.920649,-0.077325,2.622531,1.110831,2.811441,-4.606989,-3.894393,-0.474599,0.443600,2.468238,2.107723,3.725684,-1.573290,-1.982699,20.087502
-3.283597,-2.589521,-0.598401,3.428171,2.667074,-1.681138,1.170185,-5.654748,-2.991468,-1.515341,-1.059752,5.018240,-0.419893,2.899385,-4.135461,6.049625,-1.820523,1.480677,2.236211,2.080270,3.783312,-7.390761,-0.423184,-0.254094,0.456533,0.405116,1.880215,3.830010,-2.624164,-4.300861,7.717793
-3.294689,-2.280941,-0.134857,2.791999,1.150077,0.483979,3.493033,-0.501840,-1.963005,-2.172767,3.587694,2.564937,3.824689,3.212366,-3.760622,-0.107680,-1.997687,0.205549,-0.321213,4.311169,3.816813,-1.809355,-6.289009,8.358777,0.059515,1.302449,2.259596,3.131703,-2.151092,-5.466664,6.630931
-3.627680,-2.337936,-0.900863,-2.810455,2.028809,3.240559,6.529330,-5.365276,-2.308210,-1.188658,-0.770320,2.368389,2.982121,2.949381,0.826637,-8.753798,-0.478227,0.267389,0.584115,4.661098,4.091594,-5.167733,-0.058095,-7.144016,0.067764,1.680336,0.724334,3.269276,-2.267268,-1.477615,15.067985
-2.913826,-3.134702,-0.577565,1.040238,0.169547,0.033302,5.321293,-0.086029,-1.414138,0.273675,0.944376,4.321284,-0.461390,6.386434,-2.253016,-5.043284,-0.374361,-0.089098,0.355664,2.193452,5.222648,-5.258668,-1.754876,-2.801886,0.098520,0.562165,4.230965,4.357586,-3.276705,-3.038524,11.362296
-3.475330,-3.020501,-1.248392,-1.693867,-0.872321,0.208074,5.151934,3.040856,-2.816820,-1.610136,-0.487771,0.501121,4.285745,0.058860,-3.689858,-1.559293,-0.468581,-0.152976,0.750940,3.374029,0.799373,-3.427119,-7.630583,0.818496,0.408621,0.964975,3.494307,4.373706,-5.192137,-2.064577,10.213122
-2.213748,-2.780797,-1.186356,-0.959133,0.386081,-0.632848,1.331766,-7.872447,-2.088730,-3.092844,0.472288,2.884634,-3.218204,2.085334,-6.519025,-1.496178,-1.490377,0.077069,1.389240,2.749006,2.309045,-3.277929,-2.027137,-1.256402,0.214093,2.928372,2.873133,5.389047,-2.723810,-2.733310,11.123312
-4.544215,-2.937940,-0.499279,-0.837894,1.957528,8.308491,-1.894566,-7.299248,-2.656851,-3.127981,0.848076,-0.646446,4.920777,-4.671443,-6.228589,-4.410405,-1.881453,0.651324,3.112034,3.234267,7.127988,-0.583165,-4.248264,-1.803626,-0.250385,0.546690,3.466941,3.001825,-0.559174,2.107740,10.713254
-3.945205,-3.766787,-3.641700,0.345507,5.089035,6.198688,1.282009,-10.365630,-2.143052,-2.444271,0.499999,0.531097,3.517246,5.512308,-6.728267,-2.302273,-0.615247,-0.436567,-2.998687,2.732668,-1.543064,-5.245443,3.635039,-4.169495,-0.020874,1.029727,1.757521,0.226839,-7.481486,0.382682,7.768020
-3.635278,-2.831601,0.112061,-0.559943,-3.056113,-3.117734,3.331793,-2.042935,-2.353960,-1.420574,0.037955,0.993320,1.986969,4.092877,-9.362384,1.386921,-1.818736,0.407310,1.624488,3.538327,2.100039,-0.078593,-4.721822,1.383335,-0.894506,2.374592,1.324846,4.719313,-0.584224,1.546428,6.989691
-3.191163,-1.197999,-1.356063,1.616270,0.256846,2.708745,-2.016293,1.128063,-2.567971,-0.413919,-2.138775,-2.199845,4.434995,1.111322,-1.612087,2.762880,-0.679646,-0.077807,-0.233469,4.100599,7.999580,-5.125134,-7.082419,-3.553387,0.210942,2.133855,2.130568,4.194927,-1.464632,-1.167839,0.192207
-4.845774,-3.761150,-2.169630,-1.441668,-0.324668,3.652089,3.652821,-6.161639,-2.679763,-1.491112,-0.959674,7.489615,2.500212,3.753205,-6.062857,-1.892594,-0.625484,1.016752,-0.527377,4.956037,2.645928,-7.140225,1.870331,-5.056529,-0.523893,0.753108,2.460420,4.347398,-1.184311,-2.026851,3.767364
-3.260830,-2.245318,-1.735794,-3.074603,1.024908,5.291353,2.282182,-10.232696,-3.067556,-1.342840,1.405153,1.163192,6.000524,4.433561,-7.275215,0.835923,-0.643489,0.659097,2.886480,1.322290,-4.087316,-6.057452,-0.691147,-4.705795,0.474426,1.170618,2.395951,1.271601,-2.253263,-1.971491,10.376647
-3.710095,-2.253352,-0.918130,2.507488,2.309540,0.029938,7.905050,-7.064304,-2.180494,-1.961733,-0.572843,1.550133,1.692664,6.265048,-2.827108,-2.277305,-0.972001,0.094788,4.410320,3.151098,4.978086,-3.266302,5.487207,3.055110,-0.159329,3.981562,2.246691,4.139330,-5.045618,-6.519952,11.082386
-3.457500,-3.203294,-1.050226,-0.930315,-1.586216,-0.599761,1.678630,-12.006013,-2.710138,0.105634,1.150571,2.641927,6.708710,-1.669793,-8.079924,-0.723888,-1.878067,-2.296739,4.081630,2.326271,4.380416,-2.070186,-2.803063,5.223898,0.223045,1.598650,2.896636,2.900507,-4.778713,2.089896,13.123289
-3.453029,-4.610522,3.335189,2.104573,-0.903890,2.110169,9.904851,-7.162659,-2.176260,-0.133326,0.239755,-0.646761,5.710471,1.309109,-2.764562,0.947518,-1.128156,1.015960,3.366293,2.628427,5.919078,-3.616497,3.720308,-0.301936,0.135573,1.087149,2.229731,7.228344,-4.487706,-1.219121,19.522720
-3.208902,-1.751660,-0.596446,-1.959243,0.184673,2.402799,7.662855,-4.754151,-2.309708,0.765383,1.343227,3.961382,2.409259,7.112150,0.395717,0.191793,-1.718965,-1.438059,-0.303726,3.359175,7.733931,-0.904556,-5.825571,-5.315392,0.112038,0.488466,1.773514,8.351380,-3.627406,-4.766270,12.414904
-3.848471,-0.811954,-2.462535,-0.101805,5.718019,2.766238,7.091356,0.673043,-1.778245,-0.535254,-0.621082,2.118290,0.290629,5.515643,-5.901677,-6.554330,-2.035018,1.032873,3.163472,5.434152,-0.620711,-3.765713,-4.484787,-0.825067,-0.041294,2.375514,3.536338,3.586366,-2.868585,-3.738402,5.317597
-4.642211,-1.676389,0.523331,-1.829097,1.789190,3.017488,1.924038,2.186178,-2.649614,0.770318,1.712170,2.616240,1.383500,4.200327,0.730532,-0.819402,-0.966348,-0.192049,-0.967348,4.336951,0.989724,-5.784171,-5.564590,-0.765217,0.569287,1.277913,2.636520,4.957392,-0.647304,0.042090,4.231650
-4.201557,-2.110856,-0.763725,3.591072,2.534081,1.041616,4.469587,-8.782079,-1.703817,-0.607847,1.745506,-0.361421,3.521427,0.138503,-0.786762,-3.473539,-1.086578,1.264695,1.281063,0.985416,2.648990,-4.930764,-5.571907,0.449353,-0.150951,0.576767,2.700940,4.319750,-4.717978,-3.414584,12.084303
-4.339812,-1.146069,-0.578745,1.045690,1.913028,3.875127,2.533730,-8.459006,-2.541590,0.049332,2.236817,5.127633,5.175857,8.526284,-2.795458,3.669981,-1.322747,-0.449962,2.165004,-0.273991,-3.363746,-3.893278,-5.201043,-1.596291,-0.442427,2.701068,-0.942024,2.540364,-4.401940,-4.656224,2.618364
-4.098864,-2.757935,-2.854797,2.495286,0.348701,2.268478,3.921570,1.398656,-1.651494,1.061941,-2.970546,0.837780,2.199301,3.456147,-6.377339,-2.317099,-1.564803,-0.751340,3.155773,2.821318,4.949333,-2.554405,-4.639161,-7.912327,-0.366580,1.108526,-0.365579,7.041812,-1.303766,-3.544581,0.166685
-3.200134,-2.180388,-0.656792,-0.134174,2.485723,-3.295159,1.783513,-6.859736,-2.528893,-3.270035,2.505237,1.796430,5.156724,2.451909,-5.548371,-2.578780,-0.485860,-0.021892,0.672201,3.774421,4.468548,-1.962730,1.686707,-6.283638,-0.678132,2.261733,2.980657,1.765489,-3.935343,0.006061,18.346894
-3.692697,-3.005370,-1.378727,-1.019348,-0.165811,3.734928,6.479656,-0.720330,-3.133269,-3.567178,-1.095330,1.329906,3.490289,3.425592,-6.884463,-2.919740,-1.615774,0.277756,2.451605,5.374367,4.967622,-7.517121,-6.885693,-6.471652,0.628074,-0.668610,4.185324,5.465971,-3.881302,0.963380,4.548014
-3.439947,-4.318253,-0.908292,0.011229,1.507912,1.563622,4.553968,-3.051803,-3.197753,-1.625895,-1.451203,0.431652,4.201823,5.312992,-4.102534,-3.162373,-1.287274,-0.020374,3.790840,-0.654451,4.623695,-8.653962,-2.345742,0.641330,0.226363,1.075364,2.410187,6.452663,-1.204906,-5.306098,12.244257
-3.658175,-1.604224,-2.031704,1.075690,1.265419,0.915863,1.772376,-0.075994,-1.735807,-0.463605,-1.298943,1.735302,2.717764,7.361083,-4.149669,-8.897210,-0.607331,-0.780982,0.171832,1.673132,3.209677,-0.492892,-3.873161,-5.622932,-0.076003,1.302597,2.121840,6.133037,-3.683555,0.321436,3.606969
-4.405132,-3.613248,-2.109002,-0.657768,0.161948,3.140251,2.396029,-5.081283,-2.494233,-2.709390,-0.745257,1.454474,3.104300,2.882294,0.359788,-2.186155,-0.730884,0.937220,2.013105,5.887955,2.369800,1.791647,-2.356493,-4.891767,0.576008,-0.216233,5.466030,4.310174,-6.987992,-6.650072,5.891175
-3.987114,-2.037033,-3.991188,-2.112066,-0.393324,-2.016078,3.849761,-4.124722,-3.267839,-0.459209,-1.567223,1.227789,5.835017,4.182562,-5.451174,-1.321713,-2.064602,-1.984952,5.515723,3.478890,2.795173,-0.196615,0.148337,3.411554,-0.069000,1.016807,-0.202171,0.986248,-0.631255,-3.931688,5.318645
-3.735081,-3.648410,-3.825117,1.608567,-0.680968,1.272647,3.919434,-1.135798,-2.152157,0.420352,0.038206,-0.564546,-0.574580,3.511773,-3.333167,1.267192,-1.837900,1.442253,1.411956,4.914753,1.345370,-9.164017,-6.116802,2.702972,-1.021668,-0.598661,5.197592,5.454696,-3.128180,-3.332523,-0.788674
-3.635887,-2.767562,0.097033,1.778652,2.616172,5.278315,1.850655,-13.339967,-2.977637,-2.364662,0.374581,-1.316287,-0.425452,5.464973,-4.418245,-8.432455,-1.737869,-0.782012,0.448428,-1.609646,8.451366,-1.792232,3.050462,2.201929,-0.090289,0.245041,1.019935,4.520069,-5.363246,-2.803565,13.859679
-2.985243,-1.789930,-2.480602,3.958287,-0.104862,3.535422,5.475195,-11.449636,-2.163446,-2.850851,-0.532192,-0.066443,3.561714,7.693290,-4.597071,-3.812505,-0.676643,-0.006537,1.937692,3.011886,1.334960,-2.631066,-8.035498,-2.986300,0.241077,1.259450,0.542653,6.259540,-4.734665,1.518310,7.693145
