feature_001,feature_002,feature_003,feature_004,feature_005,feature_006,feature_007,feature_008,feature_009,feature_010,feature_011,feature_012,feature_013,feature_014,feature_015,feature_016,feature_017,feature_018,feature_019,feature_020,feature_021,feature_022,feature_023,feature_024,feature_025,feature_026,feature_027,feature_028,feature_029,feature_030,feature_031,feature_032,feature_033,feature_034,feature_035,feature_036,feature_037,feature_038,feature_039,feature_040,feature_041,feature_042,feature_043,feature_044,feature_045,feature_046,feature_047,feature_048,feature_049,feature_050,feature_051,feature_052,feature_053,feature_054,feature_055,feature_056,feature_057,feature_058,feature_059,feature_060,feature_061,feature_062,feature_063,feature_064,feature_065,feature_066,feature_067,feature_068,feature_069,feature_070,feature_071,feature_072,feature_073,feature_074,feature_075,feature_076,feature_077,feature_078,feature_079,feature_080,feature_081,feature_082,feature_083,feature_084,feature_085,feature_086,feature_087,feature_088,feature_089,feature_090,feature_091,feature_092,feature_093,feature_094,feature_095,feature_096,feature_097,feature_098,feature_099,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,target
-1.604331,0.641876,-0.141067,0.444382,-1.669853,3.323590,-0.063059,1.493232,-2.226228,0.701204,0.163978,0.773445,0.045064,0.260721,0.097260,-1.686712,-0.589247,0.937016,2.905851,4.835596,0.686758,-0.277273,0.555270,-1.586353,2.609020,1.736566,2.951396,3.329200,-3.131092,0.232159,-0.201921,1.154008,0.003594,1.735295,-2.790962,-0.315670,-0.447481,-5.083488,8.555475,-1.460708,1.076643,0.839931,-0.287431,3.773556,-2.879774,-0.441056,-2.152355,-1.050917,-2.319414,3.076405,-0.561784,-1.154496,1.992425,2.011548,0.310430,1.811661,-0.259071,-0.692646,-4.075079,-3.831754,-0.164467,2.715802,1.285694,-1.069566,-0.824573,4.023214,-2.257058,0.034114,5.190937,3.778454,-0.343808,-1.283652,-1.019651,2.493507,-0.669260,-0.402938,0.934605,-2.380981,3.781875,-0.713019,0.585442,-0.739301,2.438811,0.379964,-2.073860,0.319491,-3.726551,-3.298670,-0.422435,2.693943,0.665687,-0.984946,-0.034788,1.522415,-1.646946,0.773008,-0.568773,-0.908143,-1.224633,-5.118405,-0.246175,0.024922,1.444951,1.265270,0.890173,1.730518,-5.518151,-2.483764,3.951519,-0.225440,1.236692,0.128275,-1.395077,0.349919,-1.191793,-3.528403,0.089986,6.823375,0.738535,4.089619,0
-0.136965,-0.539481,0.051607,1.707715,-3.530655,0.114383,0.247862,1.228640,0.529592,2.665643,-0.275367,-0.046050,-1.609415,-0.904490,2.938980,-2.727072,0.575721,1.899130,-0.784439,5.912716,0.861109,-2.317812,0.351304,-1.806686,0.869096,-1.321282,2.113923,-0.532646,-1.154463,-0.100984,-0.271591,1.299936,1.010646,1.832766,1.858393,-3.033688,5.487453,0.332541,2.068978,-0.004709,0.732171,0.673610,1.449080,-1.232617,0.335878,2.229349,3.515643,3.466305,-0.156596,-0.511265,-1.376481,-1.313189,0.976398,1.219081,-1.622146,-1.036583,-1.330816,-0.806113,-0.694171,0.603914,0.874860,1.218519,0.489718,-0.620884,1.717110,1.720173,-1.620308,-0.305671,3.759340,1.414835,-0.301299,-0.484494,-0.740008,-3.124328,0.408004,-1.077465,-0.630556,2.762277,-2.211143,1.665600,0.195653,-0.247098,2.163052,0.072245,-2.459943,0.420034,1.240805,-3.655013,3.446663,1.611657,1.334484,-1.306891,-0.872817,0.401528,5.028791,-2.677643,-1.004258,3.410780,-4.238381,0.716084,0.193383,-0.526974,0.243888,0.996986,3.306465,-4.282122,0.588627,5.175584,-2.498680,-0.150066,-0.123694,0.895131,-1.107800,-0.341202,-2.403638,0.681226,0.813736,3.110311,0.215596,-6.564166,1
-1.948581,-1.300256,0.631651,0.743144,-3.562345,-0.185921,0.059934,-8.237727,-2.751862,0.047100,-0.319957,1.229165,0.990003,1.797510,1.273837,0.658326,-7.205755,0.460385,-1.882993,3.064088,1.052430,-0.126854,-0.620257,0.896312,-0.186223,1.421829,-0.676682,-4.975857,1.031669,-2.042928,0.382860,0.476799,1.072601,1.827696,-0.132416,1.897199,-4.480555,-3.165842,-5.366819,2.826450,1.298520,0.113692,-3.053540,-0.331341,-1.686897,-2.889105,-0.431105,-1.231500,4.706656,-3.423255,-0.809036,-0.542387,-0.659528,1.015539,4.188530,1.393504,-1.629032,-3.312469,5.864545,5.280517,-0.472583,1.541711,0.487568,0.276841,0.647322,-1.090234,-2.447245,2.005899,-3.020947,-0.236412,-0.277101,-0.357553,1.742645,0.840760,2.067929,2.107596,3.997303,1.189909,-1.374947,-2.681580,0.180667,-0.146558,1.105141,0.425757,-0.509091,-0.727192,-1.014089,0.893271,4.184346,-1.564320,0.395630,-0.803968,-2.287500,0.106320,-2.309565,2.097693,-1.433647,-0.537112,-1.979552,5.238837,0.172176,0.354804,0.086441,2.094513,-2.863708,-3.590881,-6.390936,-0.179611,-0.855808,2.227272,0.200169,1.117984,-3.463462,-1.030376,-1.006351,-0.970946,4.259150,-1.505752,1.152792,-0.490327,0
-0.835054,-1.703204,1.452462,-0.995623,0.074041,2.157682,5.287763,-1.288465,-0.448353,0.273430,-0.846453,-0.338750,0.750509,2.460740,-7.222652,-2.259020,-2.390468,-4.008996,-2.284819,-7.735585,1.732758,-3.689957,-1.129994,-0.108165,-1.003638,-2.398570,1.536503,4.332778,-5.999106,-2.372730,-0.711291,0.926024,0.323063,1.466055,1.713698,-1.799115,-0.951618,-1.072996,3.295434,1.126506,0.950919,1.279280,-0.234213,-1.014489,-1.835403,-2.814630,3.583113,4.905455,0.851365,3.715989,-0.224730,1.256374,-0.338786,0.427464,4.728037,3.999819,1.163300,4.059980,2.925325,-4.035348,0.419136,1.068220,4.769026,-1.507707,-0.146517,0.967286,4.123352,-7.994969,2.450905,-2.024658,-1.248450,-0.996351,-0.397095,1.004390,1.031685,0.572119,3.874478,-0.655659,2.245069,-0.773867,-0.120824,1.116969,2.051262,2.853084,0.725687,-1.115526,-0.668678,-4.140417,-2.371262,-0.777917,1.336944,-1.450175,-2.467352,1.125928,-1.569358,0.922284,4.637664,3.106128,-3.444181,-3.991579,-0.421171,-0.581242,1.411048,0.267695,4.296455,-1.203663,-1.333706,-2.425684,-0.566388,3.191830,0.875984,0.251760,-2.165103,0.197973,3.798919,-2.191408,2.258141,-1.222422,-2.723834,-2.815530,1
-0.467283,-0.582809,-1.223346,2.137318,-2.168674,1.066876,-0.781654,-1.122095,3.429751,0.165319,0.285776,0.855778,2.870379,-1.099752,-0.088713,-2.643162,-1.536653,-2.353261,-0.406073,1.745392,0.660448,-0.535871,1.215764,-3.402076,1.638121,0.408171,-2.153297,1.675173,4.369538,-1.049343,-0.094609,0.278437,-1.386593,1.460518,0.185525,-0.142713,1.279247,-1.260708,-4.603004,-0.616945,0.345589,2.109598,1.403878,3.630737,0.569160,-1.216751,2.442921,-0.659055,-0.597825,-2.557731,-0.292921,0.108193,0.461039,1.264156,2.588163,-2.194272,-0.719821,-0.262838,-0.808514,-2.731691,1.146646,-0.594591,3.318065,0.330724,-2.382799,-2.184512,-6.210332,1.278349,-4.447302,-4.280654,-1.383185,-0.439749,-0.881110,-1.815518,0.494907,2.552197,1.555087,-2.121232,5.137831,9.770931,-0.272287,0.655786,-0.009577,1.140232,-2.229094,0.081460,-3.869584,-4.607850,1.927676,-4.104858,0.443919,-0.785306,-3.340977,1.482499,1.030938,0.142339,-4.047773,0.986554,1.112759,-4.915553,0.284145,0.318066,-1.565002,2.320812,1.586014,-4.254115,-1.651860,1.756373,6.998767,1.830474,0.453175,0.880802,1.209027,-0.739500,0.317863,-1.336235,-1.653353,0.293243,0.041135,5.860524,1
-1.052534,0.176878,-0.601760,0.339330,-1.213540,3.033685,1.263971,-1.409728,2.582544,-2.137358,0.398287,-0.011997,0.238986,1.022277,1.542334,-1.198505,-0.188775,-2.249581,-1.899192,-2.336376,1.134748,-1.379370,-0.524387,-1.216933,1.085924,0.371293,4.139210,-1.300032,5.287742,0.884135,-0.406678,0.950795,1.300227,-1.587917,2.916408,-0.939104,-1.311245,-1.026293,0.980346,-1.998443,0.549346,0.185154,-0.749846,-1.434486,0.939909,0.698902,2.339967,-2.140352,-1.482831,-6.312274,-1.113904,-0.322842,-1.316166,1.283180,2.191347,0.905033,-0.940774,-1.967857,-2.144224,1.816237,0.536670,0.583907,0.702053,-2.561442,2.488779,3.816833,-4.452856,1.002124,0.080061,2.047117,-1.540308,-0.023477,-0.016099,-1.272410,0.473201,-0.250528,-0.650940,-2.888016,4.599117,-0.411392,-0.058721,2.676475,2.317227,2.111340,-3.769775,-2.160188,-1.322899,-1.158128,-0.180196,5.392126,1.168100,-2.041261,-0.709850,-0.210935,1.144399,-0.729036,2.903974,-1.317917,4.084335,4.497047,-0.718105,-0.048734,-0.409314,0.313549,1.907676,-3.647125,-3.764327,-1.242293,-3.316623,2.862101,0.572352,0.242084,-2.239690,-1.524664,-1.592331,-1.451924,-2.481291,0.683649,1.040225,-2.625940,0
-0.967856,0.361263,-1.642726,0.894080,-1.424769,0.876662,1.456403,-1.084271,-0.715470,-5.568700,0.265213,0.070488,1.771586,-0.841587,0.623725,-0.822041,3.672473,0.949669,-0.433521,1.790861,1.671645,-0.778997,0.697524,-1.965518,1.659682,5.923777,-2.857111,0.486501,-7.358953,0.263267,-0.803224,-0.685639,-0.407022,2.270894,1.361024,0.656544,-2.181666,2.279236,-4.131437,-2.664871,1.583323,1.827455,-0.800996,-0.861593,0.796206,-0.092919,-2.252057,1.521980,-2.384621,-2.129695,-0.802374,1.328302,0.253179,-3.005815,1.890610,-1.719642,-1.826355,-3.241157,3.566559,3.578066,0.023905,1.643508,1.100288,-2.628869,-3.595442,-3.350027,-0.767676,-1.420786,3.308470,5.149718,-0.657831,-3.153991,0.550801,-1.712384,-1.054592,1.386519,2.158687,0.980763,-4.124911,-10.841287,0.708100,0.732779,-0.116558,3.107526,-1.012554,0.541036,4.714956,-2.208158,-0.973500,-1.609097,0.712005,-1.736807,-1.975590,0.004923,-0.741968,2.249881,-3.118723,6.587661,1.138026,-1.058199,0.392084,0.672614,1.819855,0.276301,2.816456,-2.447082,2.802646,1.780817,0.169472,1.369573,0.457659,-0.083525,-1.218776,-3.937614,-1.992378,1.345714,2.371012,0.866555,0.467948,8.327638,0
-1.521004,-0.387283,-0.283742,1.597645,3.357252,-1.576821,-1.205285,2.407042,-5.621579,-6.528819,0.714501,1.554464,0.655716,-0.721748,-0.453877,-0.806913,-2.598283,0.598476,-3.003621,4.406308,0.939995,-0.137233,-1.238696,1.224394,-0.344528,1.564856,3.687181,-3.984174,-0.865938,2.860950,-1.105052,-0.752228,1.130849,1.650245,-0.445555,-0.243732,-1.137780,2.939344,-1.857720,7.834020,1.631992,0.191497,-0.883262,0.029707,0.793301,0.385521,-1.950636,-3.458233,0.455541,-1.636095,-1.002678,-1.596712,1.675102,2.129933,3.181270,5.025284,2.700539,3.958241,-2.260426,6.084628,1.103255,0.469818,1.386057,-1.632600,-2.178054,-0.186245,-1.032462,1.991227,-0.627078,0.112106,-0.666400,-1.318560,0.158676,-1.420836,3.212497,3.584490,-0.488797,1.422830,2.623257,2.510753,0.130887,0.174687,-0.643464,0.710367,0.061710,-4.926749,0.022650,-4.590301,4.410243,4.044727,1.809821,-0.962856,-2.146243,0.025398,-4.478646,4.164761,1.417154,2.409025,-7.935240,-7.069021,0.011868,0.611028,-0.403019,0.610130,1.022855,-0.858435,0.375361,5.666904,-3.369522,-2.538940,0.430056,0.464945,-2.267065,0.079019,-1.483007,2.015557,-0.909922,4.578425,-2.377103,-2.713677,1
-1.447334,-1.824017,-0.339156,-1.046026,1.508765,3.025381,2.148693,-2.664646,-3.723892,-2.586642,0.801285,0.044074,0.469175,-0.779331,-4.896214,1.069272,-1.100578,-4.085579,3.549126,-3.246360,0.961059,-1.402949,0.591107,-1.396925,-3.235872,2.855274,1.492754,5.107096,-4.546181,4.410253,-1.030096,0.116010,-2.228326,1.700573,1.761034,-3.923055,1.186018,-0.732201,0.346717,-2.456744,-0.330938,0.674596,-1.673227,0.496221,-3.108017,3.889119,0.542815,3.774526,-1.855697,4.545383,-1.231808,-0.216052,2.302142,-0.682520,1.502575,3.919228,-1.507564,-4.113804,4.056333,3.834849,-0.382756,0.803600,0.195479,-2.612898,-2.796777,-2.672217,-1.132960,7.724769,1.726363,-3.060570,-0.466453,-0.069488,0.666124,0.017123,0.631274,0.675831,2.635702,-1.825255,1.599846,0.414776,-0.025242,-0.592812,0.076537,-0.824910,-1.209641,-4.435876,1.685488,-0.999657,3.229301,-1.201110,1.095256,-1.446982,-1.616764,-2.687721,-1.198515,3.570473,1.142103,4.441443,0.616549,-0.210547,0.327512,-0.800356,0.861696,-0.341691,-1.695802,-0.031939,-2.655863,-2.010815,-0.595779,-2.179200,1.115306,1.494352,-3.032773,2.030930,-1.196558,-1.635995,-1.771550,1.808365,-3.643302,0.997710,1
-1.444075,-0.213816,-1.898973,-0.602996,1.205311,0.696578,0.702962,-4.001173,1.723718,-4.002314,-0.369055,-0.193546,1.678294,2.340306,-1.802825,-1.026992,2.733311,0.420395,-0.906549,-0.513918,0.835637,-0.521001,-0.989028,-0.442621,0.327315,1.105435,1.537197,1.492142,-0.000767,-7.093701,-0.452660,-0.419396,0.152427,0.980139,1.703840,2.158183,0.824606,-6.407504,2.559062,0.466693,1.394408,1.864630,-0.943891,1.512170,3.042925,1.165342,-1.564111,-0.053919,3.675358,-4.648280,-0.575516,-0.099581,-1.428594,0.204504,5.129615,1.547743,2.175449,0.086998,-0.940698,-1.778722,0.079658,1.956338,1.907130,-1.298248,-3.446412,1.833563,-9.572004,-0.643085,2.966398,-0.524073,-1.314218,-0.831840,-0.502888,1.971369,3.402794,-0.473180,-0.727472,0.907102,-2.457789,-5.197014,-0.442393,1.197850,2.410617,2.274828,-1.535048,-3.303502,-0.410668,-1.517907,0.463267,-1.507043,1.230659,-0.277007,-2.019771,-2.395343,-2.771469,3.407444,4.452485,5.755259,-1.039694,0.366685,-0.450122,-0.110397,3.276582,2.673468,-0.073677,2.057172,-0.243783,2.647560,-1.286237,1.107075,1.021662,0.788321,-2.376747,-2.983386,-0.750602,-2.156430,3.641680,-2.081238,-3.743517,3.010316,0
-1.527914,-0.333305,1.908933,3.450617,-4.565214,-3.624772,-1.401412,0.443191,1.683899,-0.281010,0.044146,0.772754,2.142972,1.572654,-0.786631,-1.734178,1.755797,-2.376258,5.119922,-2.339064,0.882975,-0.894412,-1.231015,0.171346,2.132386,-1.109874,-1.721661,1.869555,2.912916,-9.077072,1.052802,-0.114661,0.548082,1.316009,1.804233,0.560432,-2.855562,7.458817,-4.071982,1.279170,0.806561,0.821624,-2.003500,1.002842,1.318911,1.583656,3.139660,-0.054653,6.957630,-1.748355,-0.280273,-1.106389,-0.099866,2.698119,2.138803,0.312226,-3.041436,-0.754330,3.616797,1.702489,-0.108884,1.015525,-0.502466,-0.350361,0.075293,2.777438,-1.810483,1.591903,6.107097,0.698912,-1.174417,-0.649601,2.089037,-1.755582,-0.747395,1.660579,0.510508,1.318835,1.943416,-2.293804,0.025724,2.099922,-0.110883,3.951564,-3.985838,0.269385,-2.694685,-2.595917,-1.926424,2.762006,1.729836,-2.925463,-2.124991,-0.123845,0.724707,0.770939,-4.181056,1.383143,-4.177532,-1.615651,-0.437723,0.005041,-0.196058,1.854439,1.859782,1.848462,-0.037131,0.687874,1.124356,4.622901,1.166334,0.348232,-0.512671,0.699892,-0.050844,-1.109421,0.005254,2.230058,2.567956,-4.572274,0
-1.066583,-2.153753,-1.479850,0.519009,0.619585,2.290964,-0.371337,-3.480269,0.964760,-0.287606,-0.040156,0.441004,0.485331,1.307293,-4.446812,-1.144173,-2.713066,-1.788443,1.357707,3.207668,1.457046,-1.909462,-0.258152,-1.914818,-3.009839,-0.420053,1.794229,6.649625,0.374342,2.862722,-0.122325,-1.191340,0.282881,2.822813,4.221501,-1.784670,-0.131855,-0.143498,-1.390811,-0.213119,1.639464,1.168207,0.292353,-1.835247,-1.865350,-1.879138,0.134923,1.327224,2.213878,-2.784540,-1.213928,0.476222,0.225883,0.422430,2.807845,1.454213,-0.006931,-4.568209,-7.411799,2.656386,0.690484,0.645424,2.983429,-4.655963,-0.422227,0.072310,2.034580,-1.635673,7.288656,-0.457547,-1.388519,-0.868172,-1.018426,1.632683,0.388330,0.613182,2.505565,-1.290345,-3.691280,-2.886097,-0.411265,0.244886,0.784328,2.378668,1.525740,-0.031100,2.073826,2.061399,0.566055,5.746411,0.875557,0.022456,0.051835,-0.706245,-0.080640,0.704456,1.389110,2.809373,8.957882,0.625465,0.386011,1.780338,0.090757,1.430962,0.189578,-4.795614,-4.758601,1.715306,-2.859721,0.721739,1.717257,0.277777,-1.319166,0.828612,-0.330565,1.125604,2.782242,-0.269341,0.722805,-7.596379,0
-1.535147,-0.208755,1.648128,2.286159,-1.636441,-0.254807,0.780994,-3.495976,0.538720,-5.372793,-0.425259,0.595479,0.054569,3.810316,-2.734901,-2.030313,2.223138,-2.762548,4.371094,1.315113,0.650114,-0.918872,-1.135072,-0.467198,-0.877215,-1.168762,0.498207,-2.754054,-1.845748,-6.042170,0.548592,0.713410,0.420598,0.673549,1.254107,-3.045596,-3.120974,-2.597707,-0.486580,-2.653476,-0.049295,1.148584,0.294658,-1.613664,1.060265,0.672039,2.104142,-2.943413,0.382278,-1.070023,-0.723031,-0.030863,2.721394,0.147017,0.188518,0.230239,-6.219204,0.024863,1.079833,-2.343817,0.358237,0.156496,0.722002,-0.522532,2.025865,1.837947,1.326376,-1.120220,-2.491628,4.850843,-1.628128,-2.172857,-0.342830,0.118746,2.223614,0.826371,4.673451,2.058675,0.832015,-0.902304,0.305041,-1.061651,-0.228740,1.675859,0.060368,0.747771,3.624513,0.044822,-0.222605,6.384024,1.854485,-0.044493,-2.222263,-2.449198,3.216383,-1.322225,3.598953,3.028079,0.975977,0.830436,-0.285606,0.778353,0.446858,-0.362753,0.321267,0.979642,-1.109388,-0.756602,0.021467,1.425231,0.864283,0.614115,-1.169458,0.444789,-2.683572,-1.621094,-3.258869,2.549116,-0.855689,4.406062,1
-1.125689,0.296482,-1.474590,-3.404988,1.054026,4.145714,0.363561,-5.104596,-1.524522,2.169035,-0.030529,0.015971,0.369167,3.076177,-0.798872,3.218533,-2.663866,0.376003,3.649687,-8.018550,1.123215,-1.111674,-2.417840,-0.744613,2.991439,2.243642,5.727877,-2.873229,-4.233576,-6.380006,0.176891,-0.186921,-1.320830,-0.195194,3.056514,1.401261,-2.161802,-4.765098,0.628644,5.960014,1.603563,0.581027,-1.925139,0.232544,-2.244176,-1.202183,1.337503,1.733889,-4.493625,2.565360,-0.812898,-1.001953,1.026831,2.738003,-2.089645,3.367868,2.455001,-0.246549,-3.054513,-5.596917,0.857760,0.548191,-0.090458,-1.321386,-1.178060,0.595881,0.764035,3.170258,-1.237401,-8.086494,-1.805628,-0.832423,2.132902,-0.678000,1.860325,-4.830652,0.172913,-4.477594,-2.335920,3.340041,-0.523636,0.050432,1.604898,2.631456,-3.825194,-0.969569,-1.784648,6.282457,-6.506138,8.110179,0.794824,-1.676287,-0.008900,-3.231516,-2.385503,2.264807,-2.954504,2.976886,2.710404,1.923160,0.604250,0.513944,-0.279063,-0.919682,5.444275,0.885198,0.331447,1.877090,5.886830,-2.495279,1.136251,0.246192,-2.632110,-0.729058,-2.750656,5.374810,-4.754658,-0.055906,-0.432812,-7.600452,0
-2.253764,-0.711790,1.942281,-0.114537,-0.634626,-2.106056,2.614422,-4.292596,-4.502823,-0.460203,0.210296,1.332352,-0.730330,-2.327639,-2.983120,-3.141833,-1.829935,5.727565,-0.639955,0.706843,1.378257,-1.375367,0.472968,2.793704,0.882776,0.637907,-1.001467,4.705952,-1.222476,3.379080,-0.677900,-0.088074,-0.308905,-0.342125,0.222241,-1.230913,-4.341427,0.792347,1.760712,-1.386798,1.077607,1.018612,-1.648455,-0.105102,-4.055820,0.202679,0.930462,-0.802975,2.918829,-5.869063,-0.139489,0.224331,-1.138726,1.162624,-0.915381,0.211062,-3.187786,-0.329239,1.669516,-1.935606,-0.907164,1.512193,2.691927,-0.544795,0.464484,-0.217059,3.047258,-4.177010,1.123144,2.079918,-1.397498,0.476261,-0.114608,-0.295322,-1.964373,5.001394,0.210113,1.194537,-1.428762,0.303235,1.142706,1.202655,1.084599,-0.528664,0.062530,-2.506218,-2.279080,0.838271,0.421314,-1.857181,1.487437,-1.705609,-2.971733,-1.465077,-1.055775,2.444916,1.271717,4.817787,0.651004,5.687045,-0.968881,0.225802,0.759165,-1.809483,2.791722,0.835270,2.396638,-5.385615,6.564763,4.820061,0.102407,0.584444,-0.917859,-1.294192,-2.763330,-1.014222,3.654858,1.779902,4.393387,-2.247903,1
-1.245589,0.135466,0.563651,-0.586381,2.352268,-0.426405,2.413899,-0.564980,-1.002278,4.717846,0.339608,0.727108,3.394821,0.226697,0.086761,-2.197014,0.404607,-0.416263,-1.245469,0.679562,0.658764,-2.156588,-1.331675,-0.822399,1.473200,1.985743,2.078030,1.201788,2.305194,0.629620,-0.513965,0.642555,0.597153,1.414450,-0.195714,-3.579087,0.828422,-6.091715,7.759616,4.993261,0.141376,-0.047050,-1.217100,1.684076,0.259186,-0.795316,-2.935614,2.464215,-4.991237,3.042548,-0.080167,0.545311,1.334663,-1.380501,4.108758,0.051656,0.044376,0.291927,5.909507,-1.919929,-0.421654,1.624338,0.077785,-1.169396,-1.211479,-1.657811,3.471266,1.978844,-2.463399,-0.047396,-1.684376,0.468830,2.354483,0.808954,3.898122,0.773260,2.769066,-3.546195,-2.626302,-6.026759,0.493288,0.716563,0.906245,2.621319,-2.762048,-3.367845,6.187409,0.791062,6.227219,1.389531,1.741927,-1.599851,0.255623,-0.159741,3.046264,1.006723,-4.363520,0.519943,0.413630,-0.988008,-0.713912,-0.539348,0.998927,-0.549838,0.219421,0.457983,2.213946,2.784391,0.898126,0.788085,0.305115,1.828940,-1.817058,-1.493584,-0.045291,0.856321,-2.499947,1.298385,2.749121,-6.391212,1
-1.686226,-0.934260,-1.226098,1.477831,-2.776000,1.636475,-4.979612,-1.099214,-3.925849,-6.394825,-0.929373,0.617726,1.859439,-0.090908,-0.537694,-1.768341,0.163436,-3.636820,2.053885,0.435266,1.449099,-1.517301,-2.715132,-0.526558,-0.151622,0.390625,-1.468297,-0.610200,-4.325862,5.592709,-0.733237,-0.738723,-2.179661,2.272021,0.757211,1.318779,1.027107,3.388742,0.847957,-3.492993,0.853751,1.662269,-2.743976,0.249640,-0.404957,-0.754314,0.127887,1.846426,-1.069636,2.496447,-1.269163,0.747286,1.203065,2.208837,2.562280,-1.602326,-0.685510,-1.905929,-3.519986,0.338579,0.364483,1.239803,1.665173,-2.715612,-3.584055,-2.065698,-0.539410,0.330166,-2.976441,1.632459,-1.710117,-1.792700,-2.259679,-0.145623,3.949972,-1.346860,2.739789,-2.551469,-4.000627,2.815508,0.742626,0.466180,0.994850,-1.070610,-0.375348,2.601262,1.368194,6.505443,3.507191,-1.281349,0.100645,-0.692786,0.004775,-1.879376,-4.478408,3.852230,-0.240507,1.136142,2.800069,1.570014,-0.148207,0.239866,0.621979,0.129874,0.486238,1.191707,2.498528,-1.489975,-3.382372,-1.809103,0.709614,2.506612,-3.557846,-0.876124,1.808524,0.535425,1.093523,1.113173,0.763766,1.267935,0
-1.263515,-1.312695,-0.311140,1.934230,-1.890725,0.773362,-3.638344,-1.596290,-1.062276,-1.361685,-0.294261,1.988736,-0.211889,0.300525,-2.864234,2.443107,-2.833615,3.720422,4.634581,2.615583,1.357047,-0.196796,-0.131583,1.337813,1.110132,0.667077,-1.382754,5.213676,-1.698210,-0.296884,0.013727,0.977880,0.013869,1.918802,-2.045579,-6.978597,-1.479986,5.273700,2.562937,0.520390,-0.308180,0.939515,-1.903177,-0.063025,-2.177808,1.158862,2.672875,-0.406855,0.572234,0.472115,-0.763890,-0.618065,0.387691,0.688723,2.364805,0.511057,-3.633137,0.232899,-3.430264,3.759324,0.480181,1.427648,0.148096,-1.980305,1.503476,-0.661217,4.162152,-3.976839,-2.056206,3.554061,-1.255445,-1.653796,-0.741570,-0.796058,2.758929,-0.433364,4.153005,-3.034823,1.663863,4.084342,0.014209,1.729627,-0.318841,0.101725,-0.690708,2.150349,0.516996,3.735104,-4.047709,2.009237,1.322185,-1.979545,1.426691,-1.107284,-0.161575,0.928410,5.265269,2.096555,-1.064202,-2.000477,-0.096334,-0.641081,3.139591,0.917848,2.194640,-1.521671,-4.931331,-2.955712,-0.594599,5.221363,0.317616,0.051295,0.393539,-0.246641,1.778054,-0.983280,0.499599,5.001406,-4.269731,-4.534528,0
-0.286709,-2.026520,-1.223653,-0.312443,0.004138,1.169852,2.372393,-3.589410,-5.063907,-6.062578,-0.041217,1.527465,1.118848,-1.334089,-3.335841,0.240940,-0.354439,-2.205802,0.824214,4.732712,0.630888,-0.572985,-1.321002,-2.929090,0.384237,2.261197,-0.475921,0.749456,-5.340354,0.171254,-0.059703,2.205927,-2.345483,-0.926305,1.125206,-2.038551,-0.690334,-2.935631,-2.904332,-3.516059,0.715008,1.662022,-2.091900,-1.936283,1.477384,-2.825795,3.738924,1.510903,-3.457134,-3.539450,-0.604550,-0.790944,-1.729178,-2.931232,-0.314742,0.986232,-2.899790,-9.091539,-6.643360,0.630339,1.478082,0.410566,1.124144,-1.147414,0.560177,-1.956315,-5.228059,-0.512729,-2.233747,1.236083,-0.965282,-0.270584,0.135750,-1.042030,0.389032,1.540085,-1.625189,2.925846,-1.654192,-5.616290,-0.251768,-0.034655,0.277220,1.532606,-2.377544,-6.060659,0.541744,0.223320,-3.004084,0.983408,1.468251,-1.458101,-0.106839,1.183437,-2.282581,-2.995493,-1.385295,2.025827,5.475453,-1.018128,-1.174050,0.191562,-0.657902,1.375243,-2.218310,-3.442067,-3.071933,-2.814115,2.488057,-2.888695,1.127790,0.679879,-2.358001,-1.814610,0.794241,-0.268458,3.526762,2.013184,-1.779739,-5.054624,1
-0.672601,-1.808822,-0.607748,-0.220536,0.527833,0.088531,0.830448,-0.200429,-5.275243,1.042160,0.175463,0.256090,0.413598,2.460293,-0.028676,-1.001129,1.646639,1.367162,-2.690483,0.787458,1.463511,0.699350,-0.752706,-2.158036,-3.541879,0.733267,-3.893218,4.064126,-5.814539,6.877158,-0.242869,-0.895180,0.665212,0.043930,2.403016,-3.813902,-1.584582,3.637340,-1.269808,-1.979723,0.829738,1.074455,-0.444716,0.026885,-0.901728,-2.885031,4.123298,-7.094930,0.630081,-7.242952,-0.897521,-0.666361,1.232785,0.577119,0.673095,0.781843,5.062408,2.801808,6.810695,-1.577619,-0.018055,1.510477,0.529830,-0.388162,-2.864129,3.327671,-0.860534,0.963574,0.097247,-1.310594,-2.778552,-1.520624,-2.880800,2.981785,2.075257,2.385618,0.217102,2.163536,-8.032058,4.024428,-0.215659,0.179115,2.757450,1.670609,-1.692538,-1.170960,-1.637468,1.095001,-1.401377,-0.356497,1.570625,0.722906,-1.423922,-0.835461,0.597373,0.257767,3.192486,9.436224,-5.709907,-2.351248,-1.068898,1.492899,-0.977369,-0.165320,3.790863,-2.223315,-1.649565,-2.368365,-0.813879,-5.308274,1.716080,1.057143,-2.214237,-0.314712,0.131585,-1.741377,-1.404072,1.417029,3.705732,-6.627292,0
